country,organ,year,author_count
PL,bone marrow,2019,13
PL,bone marrow,2020,39
PL,bone marrow,2021,55
PL,bone marrow,2022,58
PL,bone marrow,2023,6
PL,brain,2014,5
PL,brain,2015,3
PL,brain,2016,8
PL,brain,2017,40
PL,brain,2018,91
PL,brain,2019,179
PL,brain,2020,358
PL,brain,2021,582
PL,brain,2022,456
PL,brain,2023,125
PL,eye,2016,2
PL,eye,2017,10
PL,eye,2018,20
PL,eye,2019,31
PL,eye,2020,72
PL,eye,2021,143
PL,eye,2022,125
PL,eye,2023,37
PL,fallopian tube,2014,1
PL,fallopian tube,2018,6
PL,fallopian tube,2019,7
PL,fallopian tube,2020,4
PL,fallopian tube,2021,5
PL,fallopian tube,2023,1
PL,heart,2014,8
PL,heart,2015,4
PL,heart,2016,6
PL,heart,2017,23
PL,heart,2018,92
PL,heart,2019,150
PL,heart,2020,218
PL,heart,2021,380
PL,heart,2022,515
PL,heart,2023,79
PL,kidney,2014,7
PL,kidney,2015,4
PL,kidney,2016,12
PL,kidney,2017,23
PL,kidney,2018,58
PL,kidney,2019,93
PL,kidney,2020,171
PL,kidney,2021,398
PL,kidney,2022,333
PL,kidney,2023,62
PL,knee,2014,1
PL,knee,2015,4
PL,knee,2017,1
PL,knee,2018,9
PL,knee,2019,35
PL,knee,2020,40
PL,knee,2021,72
PL,knee,2022,83
PL,knee,2023,23
PL,large intestine,2017,2
PL,large intestine,2018,3
PL,large intestine,2019,1
PL,large intestine,2020,5
PL,large intestine,2021,7
PL,large intestine,2022,7
PL,large intestine,2023,3
PL,liver,2014,11
PL,liver,2016,6
PL,liver,2017,49
PL,liver,2018,128
PL,liver,2019,226
PL,liver,2020,372
PL,liver,2021,651
PL,liver,2022,638
PL,liver,2023,180
PL,lung,2014,3
PL,lung,2016,7
PL,lung,2017,18
PL,lung,2018,34
PL,lung,2019,98
PL,lung,2020,162
PL,lung,2021,263
PL,lung,2022,289
PL,lung,2023,93
PL,lymph node,2016,2
PL,lymph node,2017,6
PL,lymph node,2018,5
PL,lymph node,2019,35
PL,lymph node,2020,16
PL,lymph node,2021,36
PL,lymph node,2022,48
PL,lymph node,2023,3
PL,muscular system,2019,1
PL,muscular system,2021,3
PL,muscular system,2022,6
PL,ovary,2014,2
PL,ovary,2016,1
PL,ovary,2017,3
PL,ovary,2018,18
PL,ovary,2019,22
PL,ovary,2020,41
PL,ovary,2021,86
PL,ovary,2022,80
PL,ovary,2023,16
PL,pancreas,2016,1
PL,pancreas,2017,5
PL,pancreas,2018,7
PL,pancreas,2019,10
PL,pancreas,2020,15
PL,pancreas,2021,25
PL,pancreas,2022,42
PL,pancreas,2023,3
PL,pelvis,2014,1
PL,pelvis,2015,1
PL,pelvis,2017,1
PL,pelvis,2019,14
PL,pelvis,2020,5
PL,pelvis,2021,17
PL,pelvis,2022,12
PL,pelvis,2023,6
PL,peripheral nervous system,2018,1
PL,peripheral nervous system,2019,6
PL,peripheral nervous system,2020,9
PL,peripheral nervous system,2021,2
PL,peripheral nervous system,2022,8
PL,placenta,2015,1
PL,placenta,2016,2
PL,placenta,2017,5
PL,placenta,2018,14
PL,placenta,2019,35
PL,placenta,2020,40
PL,placenta,2021,79
PL,placenta,2022,75
PL,placenta,2023,22
PL,prostate,2014,3
PL,prostate,2016,3
PL,prostate,2017,5
PL,prostate,2018,12
PL,prostate,2019,35
PL,prostate,2020,85
PL,prostate,2021,101
PL,prostate,2022,128
PL,prostate,2023,21
PL,skeletal,2014,6
PL,skeletal,2015,4
PL,skeletal,2016,2
PL,skeletal,2017,14
PL,skeletal,2018,56
PL,skeletal,2019,112
PL,skeletal,2020,159
PL,skeletal,2021,169
PL,skeletal,2022,217
PL,skeletal,2023,47
PL,skin,2008,1
PL,skin,2014,9
PL,skin,2015,2
PL,skin,2016,6
PL,skin,2017,17
PL,skin,2018,67
PL,skin,2019,103
PL,skin,2020,247
PL,skin,2021,438
PL,skin,2022,384
PL,skin,2023,98
PL,small intestine,2017,1
PL,small intestine,2018,3
PL,small intestine,2019,5
PL,small intestine,2020,10
PL,small intestine,2021,22
PL,small intestine,2022,38
PL,small intestine,2023,3
PL,spinal cord,2014,1
PL,spinal cord,2015,1
PL,spinal cord,2016,1
PL,spinal cord,2017,4
PL,spinal cord,2018,7
PL,spinal cord,2019,16
PL,spinal cord,2020,28
PL,spinal cord,2021,37
PL,spinal cord,2022,61
PL,spinal cord,2023,5
PL,spleen,2014,1
PL,spleen,2017,7
PL,spleen,2018,4
PL,spleen,2019,19
PL,spleen,2020,6
PL,spleen,2021,35
PL,spleen,2022,6
PL,thymus,2016,1
PL,thymus,2017,2
PL,thymus,2018,4
PL,thymus,2019,8
PL,thymus,2020,18
PL,thymus,2021,37
PL,thymus,2022,8
PL,trachea,2014,1
PL,trachea,2017,1
PL,trachea,2018,2
PL,trachea,2019,3
PL,trachea,2020,5
PL,trachea,2021,13
PL,trachea,2022,5
PL,ureter,2017,3
PL,ureter,2021,30
PL,ureter,2022,21
PL,ureter,2023,4
PL,urinary bladder,2014,1
PL,urinary bladder,2016,2
PL,urinary bladder,2017,9
PL,urinary bladder,2018,14
PL,urinary bladder,2019,17
PL,urinary bladder,2020,31
PL,urinary bladder,2021,50
PL,urinary bladder,2022,49
PL,urinary bladder,2023,33
PL,uterus,2017,3
PL,uterus,2018,8
PL,uterus,2019,8
PL,uterus,2020,12
PL,uterus,2021,38
PL,uterus,2022,23
PL,uterus,2023,7
PS,eye,2021,1
PS,heart,2018,1
PS,heart,2020,1
PS,heart,2021,3
PS,kidney,2020,1
PS,kidney,2021,1
PS,kidney,2022,4
PS,kidney,2023,1
PS,knee,2019,1
PS,knee,2021,1
PS,liver,2018,1
PS,liver,2019,2
PS,liver,2020,3
PS,liver,2021,4
PS,liver,2022,5
PS,liver,2023,3
PS,lung,2018,1
PS,lung,2020,2
PS,lung,2023,3
PS,pancreas,2020,5
PS,prostate,2022,2
PS,prostate,2023,1
PS,skeletal,2021,3
PS,skin,2019,2
PS,skin,2020,1
PS,skin,2021,2
PS,skin,2022,4
PS,thymus,2016,1
PS,thymus,2023,1
PS,ureter,2023,1
PT,blood vasculature,2020,1
PT,bone marrow,2015,1
PT,bone marrow,2017,5
PT,bone marrow,2018,6
PT,bone marrow,2019,13
PT,bone marrow,2020,24
PT,bone marrow,2021,13
PT,bone marrow,2022,24
PT,bone marrow,2023,2
PT,brain,2014,1
PT,brain,2015,7
PT,brain,2016,18
PT,brain,2017,41
PT,brain,2018,66
PT,brain,2019,113
PT,brain,2020,138
PT,brain,2021,209
PT,brain,2022,262
PT,brain,2023,59
PT,eye,2016,4
PT,eye,2017,6
PT,eye,2018,16
PT,eye,2019,14
PT,eye,2020,30
PT,eye,2021,45
PT,eye,2022,39
PT,eye,2023,12
PT,fallopian tube,2019,1
PT,fallopian tube,2021,1
PT,fallopian tube,2022,1
PT,heart,2014,2
PT,heart,2015,3
PT,heart,2016,7
PT,heart,2017,28
PT,heart,2018,44
PT,heart,2019,77
PT,heart,2020,152
PT,heart,2021,167
PT,heart,2022,245
PT,heart,2023,71
PT,kidney,2014,5
PT,kidney,2015,4
PT,kidney,2016,7
PT,kidney,2017,16
PT,kidney,2018,14
PT,kidney,2019,41
PT,kidney,2020,54
PT,kidney,2021,99
PT,kidney,2022,135
PT,kidney,2023,33
PT,knee,2018,15
PT,knee,2019,40
PT,knee,2020,14
PT,knee,2021,24
PT,knee,2022,41
PT,knee,2023,11
PT,liver,2014,4
PT,liver,2015,6
PT,liver,2016,10
PT,liver,2017,55
PT,liver,2018,98
PT,liver,2019,168
PT,liver,2020,287
PT,liver,2021,368
PT,liver,2022,441
PT,liver,2023,103
PT,lung,2015,1
PT,lung,2016,10
PT,lung,2017,17
PT,lung,2018,28
PT,lung,2019,40
PT,lung,2020,94
PT,lung,2021,110
PT,lung,2022,160
PT,lung,2023,30
PT,lymph node,2017,4
PT,lymph node,2018,3
PT,lymph node,2019,13
PT,lymph node,2020,10
PT,lymph node,2021,29
PT,lymph node,2022,7
PT,lymph node,2023,5
PT,lymph vasculature,2020,1
PT,muscular system,2016,1
PT,muscular system,2020,6
PT,ovary,2015,1
PT,ovary,2017,1
PT,ovary,2018,2
PT,ovary,2019,12
PT,ovary,2020,7
PT,ovary,2021,4
PT,ovary,2022,16
PT,ovary,2023,2
PT,pancreas,2014,1
PT,pancreas,2016,1
PT,pancreas,2017,1
PT,pancreas,2018,1
PT,pancreas,2019,5
PT,pancreas,2020,6
PT,pancreas,2021,6
PT,pancreas,2022,10
PT,pancreas,2023,12
PT,pelvis,2017,1
PT,pelvis,2021,2
PT,peripheral nervous system,2021,3
PT,peripheral nervous system,2022,3
PT,peripheral nervous system,2023,3
PT,placenta,2017,7
PT,placenta,2018,2
PT,placenta,2019,6
PT,placenta,2020,12
PT,placenta,2021,13
PT,placenta,2022,9
PT,prostate,2016,3
PT,prostate,2017,4
PT,prostate,2018,23
PT,prostate,2019,30
PT,prostate,2020,38
PT,prostate,2021,72
PT,prostate,2022,59
PT,prostate,2023,37
PT,skeletal,2015,3
PT,skeletal,2016,3
PT,skeletal,2017,13
PT,skeletal,2018,41
PT,skeletal,2019,33
PT,skeletal,2020,66
PT,skeletal,2021,104
PT,skeletal,2022,113
PT,skeletal,2023,36
PT,skin,2012,2
PT,skin,2014,2
PT,skin,2015,3
PT,skin,2016,1
PT,skin,2017,13
PT,skin,2018,45
PT,skin,2019,104
PT,skin,2020,127
PT,skin,2021,253
PT,skin,2022,212
PT,skin,2023,68
PT,small intestine,2016,1
PT,small intestine,2018,6
PT,small intestine,2019,1
PT,small intestine,2021,12
PT,small intestine,2022,20
PT,spinal cord,2015,2
PT,spinal cord,2016,2
PT,spinal cord,2017,7
PT,spinal cord,2018,11
PT,spinal cord,2019,7
PT,spinal cord,2020,11
PT,spinal cord,2021,18
PT,spinal cord,2022,46
PT,spinal cord,2023,17
PT,spleen,2016,6
PT,spleen,2017,3
PT,spleen,2018,2
PT,spleen,2019,4
PT,spleen,2020,11
PT,spleen,2021,7
PT,spleen,2022,7
PT,thymus,2015,2
PT,thymus,2017,4
PT,thymus,2018,4
PT,thymus,2019,8
PT,thymus,2020,13
PT,thymus,2021,18
PT,thymus,2022,31
PT,thymus,2023,9
PT,trachea,2018,3
PT,trachea,2019,3
PT,trachea,2020,3
PT,trachea,2021,4
PT,trachea,2022,5
PT,ureter,2019,3
PT,ureter,2022,7
PT,urinary bladder,2017,6
PT,urinary bladder,2018,8
PT,urinary bladder,2019,10
PT,urinary bladder,2020,17
PT,urinary bladder,2021,16
PT,urinary bladder,2022,22
PT,urinary bladder,2023,3
PT,uterus,2015,1
PT,uterus,2017,1
PT,uterus,2018,8
PT,uterus,2019,7
PT,uterus,2020,2
PT,uterus,2021,1
PT,uterus,2022,6
PT,uterus,2023,1
PY,brain,2018,1
PY,brain,2021,1
PY,brain,2022,1
PY,eye,2017,1
PY,heart,2020,1
PY,heart,2021,1
PY,heart,2023,1
PY,kidney,2020,1
PY,kidney,2022,1
PY,knee,2021,2
PY,liver,2019,1
PY,liver,2021,2
PY,liver,2022,3
PY,liver,2023,1
PY,lung,2019,1
PY,lymph node,2019,1
PY,muscular system,2020,1
PY,muscular system,2021,1
PY,placenta,2016,1
PY,placenta,2018,1
PY,placenta,2022,2
PY,skeletal,2021,3
PY,skin,2020,2
PY,skin,2021,1
PY,skin,2022,1
PY,spleen,2018,1
QA,bone marrow,2018,1
QA,bone marrow,2019,2
QA,bone marrow,2020,6
QA,bone marrow,2021,1
QA,brain,2016,1
QA,brain,2017,5
QA,brain,2018,6
QA,brain,2019,8
QA,brain,2020,13
QA,brain,2021,31
QA,brain,2022,34
QA,brain,2023,6
QA,eye,2019,1
QA,eye,2020,5
QA,eye,2021,5
QA,eye,2022,5
QA,eye,2023,1
QA,heart,2015,1
QA,heart,2016,1
QA,heart,2017,2
QA,heart,2018,5
QA,heart,2019,13
QA,heart,2020,12
QA,heart,2021,13
QA,heart,2022,19
QA,heart,2023,4
QA,kidney,2016,1
QA,kidney,2017,3
QA,kidney,2018,3
QA,kidney,2019,4
QA,kidney,2020,11
QA,kidney,2021,18
QA,kidney,2022,21
QA,kidney,2023,10
QA,knee,2017,1
QA,knee,2018,3
QA,knee,2019,3
QA,knee,2020,5
QA,knee,2021,3
QA,knee,2022,6
QA,knee,2023,4
QA,liver,2015,1
QA,liver,2016,1
QA,liver,2017,6
QA,liver,2018,8
QA,liver,2019,13
QA,liver,2020,23
QA,liver,2021,43
QA,liver,2022,46
QA,liver,2023,19
QA,lung,2018,3
QA,lung,2019,4
QA,lung,2020,13
QA,lung,2021,13
QA,lung,2022,20
QA,lung,2023,4
QA,lymph node,2019,1
QA,ovary,2017,1
QA,ovary,2019,1
QA,ovary,2023,1
QA,pancreas,2017,1
QA,pancreas,2018,2
QA,pancreas,2021,5
QA,pancreas,2022,3
QA,peripheral nervous system,2017,1
QA,peripheral nervous system,2020,1
QA,peripheral nervous system,2021,1
QA,peripheral nervous system,2022,5
QA,placenta,2018,1
QA,placenta,2019,1
QA,placenta,2023,2
QA,prostate,2017,2
QA,prostate,2018,1
QA,prostate,2019,3
QA,prostate,2021,3
QA,prostate,2022,6
QA,prostate,2023,1
QA,skeletal,2017,1
QA,skeletal,2018,4
QA,skeletal,2019,7
QA,skeletal,2020,4
QA,skeletal,2021,6
QA,skeletal,2022,5
QA,skeletal,2023,2
QA,skin,2017,1
QA,skin,2018,1
QA,skin,2019,3
QA,skin,2020,13
QA,skin,2021,15
QA,skin,2022,11
QA,skin,2023,1
QA,small intestine,2020,1
QA,spinal cord,2019,1
QA,spinal cord,2020,1
QA,spinal cord,2021,3
QA,spinal cord,2022,5
QA,spleen,2017,1
QA,spleen,2020,1
QA,thymus,2020,1
QA,thymus,2022,2
QA,thymus,2023,2
QA,trachea,2018,1
QA,trachea,2019,1
QA,trachea,2020,1
QA,trachea,2021,2
QA,trachea,2022,1
QA,ureter,2021,1
QA,urinary bladder,2020,1
QA,urinary bladder,2021,1
QA,urinary bladder,2022,5
RE,brain,2019,3
RE,brain,2020,2
RE,brain,2021,4
RE,brain,2022,2
RE,brain,2023,1
RE,heart,2021,1
RE,heart,2022,2
RE,kidney,2020,1
RE,kidney,2022,1
RE,liver,2022,1
RE,peripheral nervous system,2022,1
RE,small intestine,2018,1
RE,small intestine,2019,1
RO,bone marrow,2020,1
RO,bone marrow,2021,1
RO,bone marrow,2022,7
RO,bone marrow,2023,8
RO,brain,2014,3
RO,brain,2015,1
RO,brain,2016,1
RO,brain,2017,8
RO,brain,2018,12
RO,brain,2019,10
RO,brain,2020,38
RO,brain,2021,60
RO,brain,2022,94
RO,brain,2023,13
RO,eye,2018,1
RO,eye,2019,6
RO,eye,2020,10
RO,eye,2021,13
RO,eye,2022,22
RO,heart,2015,1
RO,heart,2017,2
RO,heart,2018,3
RO,heart,2019,30
RO,heart,2020,39
RO,heart,2021,108
RO,heart,2022,177
RO,heart,2023,35
RO,kidney,2014,1
RO,kidney,2015,3
RO,kidney,2016,3
RO,kidney,2017,4
RO,kidney,2018,10
RO,kidney,2019,19
RO,kidney,2020,37
RO,kidney,2021,50
RO,kidney,2022,65
RO,kidney,2023,20
RO,knee,2020,2
RO,knee,2021,14
RO,knee,2022,27
RO,knee,2023,11
RO,liver,2012,1
RO,liver,2015,1
RO,liver,2016,1
RO,liver,2017,18
RO,liver,2018,16
RO,liver,2019,50
RO,liver,2020,116
RO,liver,2021,252
RO,liver,2022,337
RO,liver,2023,58
RO,lung,2017,1
RO,lung,2018,3
RO,lung,2019,6
RO,lung,2020,26
RO,lung,2021,46
RO,lung,2022,81
RO,lung,2023,26
RO,lymph node,2018,1
RO,lymph node,2019,1
RO,lymph node,2020,11
RO,lymph node,2022,24
RO,lymph node,2023,7
RO,ovary,2019,1
RO,ovary,2020,2
RO,ovary,2021,12
RO,ovary,2022,8
RO,ovary,2023,4
RO,pancreas,2018,1
RO,pancreas,2019,2
RO,pancreas,2021,1
RO,pancreas,2022,4
RO,pelvis,2021,1
RO,pelvis,2022,13
RO,pelvis,2023,1
RO,peripheral nervous system,2019,1
RO,peripheral nervous system,2022,16
RO,placenta,2016,1
RO,placenta,2018,1
RO,placenta,2020,2
RO,placenta,2021,10
RO,placenta,2022,35
RO,placenta,2023,5
RO,prostate,2017,1
RO,prostate,2018,1
RO,prostate,2019,4
RO,prostate,2020,7
RO,prostate,2021,13
RO,prostate,2022,30
RO,prostate,2023,4
RO,skeletal,2018,2
RO,skeletal,2019,4
RO,skeletal,2020,16
RO,skeletal,2021,22
RO,skeletal,2022,33
RO,skeletal,2023,2
RO,skin,2014,1
RO,skin,2016,4
RO,skin,2017,10
RO,skin,2018,15
RO,skin,2019,28
RO,skin,2020,50
RO,skin,2021,110
RO,skin,2022,121
RO,skin,2023,27
RO,small intestine,2018,1
RO,small intestine,2019,2
RO,small intestine,2020,3
RO,small intestine,2021,3
RO,spinal cord,2017,1
RO,spinal cord,2020,1
RO,spinal cord,2021,5
RO,spinal cord,2022,11
RO,spinal cord,2023,1
RO,spleen,2018,1
RO,spleen,2019,1
RO,spleen,2020,2
RO,spleen,2021,10
RO,spleen,2022,2
RO,thymus,2018,2
RO,thymus,2019,1
RO,thymus,2020,5
RO,thymus,2021,14
RO,thymus,2022,10
RO,thymus,2023,3
RO,trachea,2019,2
RO,trachea,2020,2
RO,trachea,2021,1
RO,trachea,2022,4
RO,ureter,2019,1
RO,ureter,2020,1
RO,ureter,2021,1
RO,ureter,2022,15
RO,ureter,2023,1
RO,urinary bladder,2019,2
RO,urinary bladder,2020,2
RO,urinary bladder,2021,5
RO,urinary bladder,2022,12
RO,uterus,2018,1
RO,uterus,2019,1
RO,uterus,2021,2
RO,uterus,2022,7
RS,bone marrow,2020,2
RS,bone marrow,2021,10
RS,bone marrow,2022,2
RS,bone marrow,2023,1
RS,brain,2015,1
RS,brain,2016,2
RS,brain,2017,9
RS,brain,2018,13
RS,brain,2019,11
RS,brain,2020,17
RS,brain,2021,36
RS,brain,2022,45
RS,brain,2023,6
RS,eye,2016,1
RS,eye,2017,3
RS,eye,2018,2
RS,eye,2019,1
RS,eye,2020,1
RS,eye,2021,3
RS,eye,2022,11
RS,fallopian tube,2019,1
RS,heart,2014,1
RS,heart,2016,4
RS,heart,2017,5
RS,heart,2018,26
RS,heart,2019,24
RS,heart,2020,21
RS,heart,2021,32
RS,heart,2022,61
RS,heart,2023,20
RS,kidney,2016,3
RS,kidney,2017,3
RS,kidney,2018,19
RS,kidney,2019,23
RS,kidney,2020,25
RS,kidney,2021,56
RS,kidney,2022,25
RS,kidney,2023,5
RS,knee,2016,2
RS,knee,2019,6
RS,knee,2020,4
RS,knee,2021,10
RS,knee,2022,28
RS,knee,2023,3
RS,liver,2014,2
RS,liver,2015,1
RS,liver,2016,3
RS,liver,2017,4
RS,liver,2018,17
RS,liver,2019,32
RS,liver,2020,34
RS,liver,2021,75
RS,liver,2022,52
RS,liver,2023,19
RS,lung,2017,2
RS,lung,2018,5
RS,lung,2019,7
RS,lung,2020,10
RS,lung,2021,14
RS,lung,2022,9
RS,lung,2023,5
RS,lymph node,2018,1
RS,lymph node,2020,5
RS,lymph node,2021,3
RS,lymph node,2022,4
RS,ovary,2018,7
RS,ovary,2019,1
RS,ovary,2021,8
RS,ovary,2022,19
RS,ovary,2023,4
RS,pancreas,2019,4
RS,pancreas,2020,1
RS,pancreas,2022,4
RS,pelvis,2022,3
RS,peripheral nervous system,2021,1
RS,placenta,2017,1
RS,placenta,2020,2
RS,placenta,2021,3
RS,placenta,2022,12
RS,placenta,2023,3
RS,prostate,2017,1
RS,prostate,2018,1
RS,prostate,2019,3
RS,prostate,2020,7
RS,prostate,2021,9
RS,prostate,2022,30
RS,prostate,2023,8
RS,skeletal,2016,3
RS,skeletal,2018,2
RS,skeletal,2019,6
RS,skeletal,2020,13
RS,skeletal,2021,8
RS,skeletal,2022,10
RS,skeletal,2023,5
RS,skin,2017,2
RS,skin,2018,5
RS,skin,2019,8
RS,skin,2020,8
RS,skin,2021,17
RS,skin,2022,33
RS,skin,2023,5
RS,small intestine,2020,5
RS,spinal cord,2017,1
RS,spinal cord,2018,2
RS,spinal cord,2019,2
RS,spinal cord,2020,2
RS,spinal cord,2021,2
RS,spleen,2018,1
RS,spleen,2020,5
RS,spleen,2021,3
RS,spleen,2022,1
RS,thymus,2016,3
RS,thymus,2019,1
RS,thymus,2020,4
RS,thymus,2021,5
RS,thymus,2022,16
RS,thymus,2023,1
RS,ureter,2016,1
RS,ureter,2019,1
RS,ureter,2021,1
RS,urinary bladder,2017,1
RS,urinary bladder,2019,1
RS,urinary bladder,2020,1
RS,urinary bladder,2023,1
RS,uterus,2021,5
RS,uterus,2022,2
RU,bone marrow,2016,2
RU,bone marrow,2017,2
RU,bone marrow,2018,11
RU,bone marrow,2019,9
RU,bone marrow,2020,13
RU,bone marrow,2021,54
RU,bone marrow,2022,26
RU,bone marrow,2023,17
RU,brain,2012,1
RU,brain,2015,1
RU,brain,2016,8
RU,brain,2017,22
RU,brain,2018,41
RU,brain,2019,97
RU,brain,2020,415
RU,brain,2021,544
RU,brain,2022,726
RU,brain,2023,118
RU,eye,2013,1
RU,eye,2017,17
RU,eye,2018,9
RU,eye,2019,14
RU,eye,2020,85
RU,eye,2021,116
RU,eye,2022,99
RU,eye,2023,3
RU,fallopian tube,2023,2
RU,heart,2014,1
RU,heart,2015,1
RU,heart,2016,3
RU,heart,2017,8
RU,heart,2018,40
RU,heart,2019,53
RU,heart,2020,188
RU,heart,2021,239
RU,heart,2022,374
RU,heart,2023,63
RU,kidney,2016,5
RU,kidney,2017,4
RU,kidney,2018,15
RU,kidney,2019,21
RU,kidney,2020,92
RU,kidney,2021,157
RU,kidney,2022,159
RU,kidney,2023,17
RU,knee,2017,4
RU,knee,2018,2
RU,knee,2019,3
RU,knee,2020,34
RU,knee,2021,19
RU,knee,2022,40
RU,knee,2023,7
RU,large intestine,2019,3
RU,large intestine,2021,1
RU,liver,2016,6
RU,liver,2017,20
RU,liver,2018,60
RU,liver,2019,100
RU,liver,2020,232
RU,liver,2021,362
RU,liver,2022,473
RU,liver,2023,147
RU,lung,2016,7
RU,lung,2017,12
RU,lung,2018,19
RU,lung,2019,51
RU,lung,2020,107
RU,lung,2021,171
RU,lung,2022,243
RU,lung,2023,67
RU,lymph node,2016,1
RU,lymph node,2019,16
RU,lymph node,2020,22
RU,lymph node,2021,30
RU,lymph node,2022,48
RU,lymph node,2023,10
RU,main bronchus,2019,1
RU,ovary,2018,6
RU,ovary,2019,9
RU,ovary,2020,7
RU,ovary,2021,33
RU,ovary,2022,17
RU,pancreas,2016,1
RU,pancreas,2017,2
RU,pancreas,2019,6
RU,pancreas,2020,15
RU,pancreas,2021,51
RU,pancreas,2022,43
RU,pancreas,2023,2
RU,pelvis,2019,2
RU,pelvis,2021,4
RU,pelvis,2022,9
RU,peripheral nervous system,2019,2
RU,peripheral nervous system,2020,3
RU,peripheral nervous system,2021,10
RU,peripheral nervous system,2022,14
RU,placenta,2018,7
RU,placenta,2019,14
RU,placenta,2020,32
RU,placenta,2021,50
RU,placenta,2022,66
RU,placenta,2023,6
RU,prostate,2014,1
RU,prostate,2016,1
RU,prostate,2017,2
RU,prostate,2018,11
RU,prostate,2019,10
RU,prostate,2020,23
RU,prostate,2021,45
RU,prostate,2022,29
RU,prostate,2023,30
RU,skeletal,2016,1
RU,skeletal,2017,13
RU,skeletal,2018,8
RU,skeletal,2019,25
RU,skeletal,2020,58
RU,skeletal,2021,59
RU,skeletal,2022,111
RU,skeletal,2023,11
RU,skin,2016,3
RU,skin,2017,5
RU,skin,2018,19
RU,skin,2019,51
RU,skin,2020,80
RU,skin,2021,119
RU,skin,2022,140
RU,skin,2023,27
RU,small intestine,2018,1
RU,small intestine,2020,12
RU,small intestine,2021,21
RU,small intestine,2022,35
RU,spinal cord,2016,1
RU,spinal cord,2017,5
RU,spinal cord,2018,10
RU,spinal cord,2019,5
RU,spinal cord,2020,48
RU,spinal cord,2021,35
RU,spinal cord,2022,48
RU,spinal cord,2023,10
RU,spleen,2017,3
RU,spleen,2018,4
RU,spleen,2019,11
RU,spleen,2020,3
RU,spleen,2021,10
RU,spleen,2022,9
RU,spleen,2023,6
RU,thymus,2017,1
RU,thymus,2019,10
RU,thymus,2020,3
RU,thymus,2021,9
RU,thymus,2022,10
RU,trachea,2020,13
RU,trachea,2021,25
RU,trachea,2022,46
RU,trachea,2023,23
RU,ureter,2020,4
RU,ureter,2022,7
RU,ureter,2023,1
RU,urinary bladder,2017,5
RU,urinary bladder,2018,2
RU,urinary bladder,2019,3
RU,urinary bladder,2020,7
RU,urinary bladder,2021,6
RU,urinary bladder,2022,22
RU,urinary bladder,2023,1
RU,uterus,2018,1
RU,uterus,2019,1
RU,uterus,2020,12
RU,uterus,2021,19
RU,uterus,2022,17
RW,brain,2021,3
RW,brain,2022,3
RW,brain,2023,1
RW,eye,2022,1
RW,eye,2023,2
RW,heart,2020,1
RW,heart,2021,2
RW,kidney,2020,1
RW,kidney,2022,1
RW,liver,2017,1
RW,liver,2018,2
RW,liver,2019,1
RW,liver,2020,2
RW,liver,2021,8
RW,liver,2022,5
RW,liver,2023,1
RW,ovary,2021,1
RW,pancreas,2020,1
RW,placenta,2016,1
RW,placenta,2021,1
RW,prostate,2019,1
RW,skin,2020,1
RW,skin,2022,1
SA,bone marrow,2016,1
SA,bone marrow,2017,2
SA,bone marrow,2018,7
SA,bone marrow,2019,10
SA,bone marrow,2020,8
SA,bone marrow,2021,17
SA,bone marrow,2022,15
SA,bone marrow,2023,3
SA,brain,2014,5
SA,brain,2015,1
SA,brain,2016,7
SA,brain,2017,11
SA,brain,2018,25
SA,brain,2019,31
SA,brain,2020,45
SA,brain,2021,113
SA,brain,2022,195
SA,brain,2023,44
SA,eye,2016,2
SA,eye,2017,5
SA,eye,2018,5
SA,eye,2019,7
SA,eye,2020,23
SA,eye,2021,41
SA,eye,2022,38
SA,eye,2023,15
SA,fallopian tube,2016,1
SA,fallopian tube,2017,1
SA,heart,2014,1
SA,heart,2016,3
SA,heart,2017,5
SA,heart,2018,16
SA,heart,2019,23
SA,heart,2020,65
SA,heart,2021,87
SA,heart,2022,123
SA,heart,2023,9
SA,kidney,2014,2
SA,kidney,2017,4
SA,kidney,2018,19
SA,kidney,2019,25
SA,kidney,2020,70
SA,kidney,2021,84
SA,kidney,2022,140
SA,kidney,2023,24
SA,knee,2017,1
SA,knee,2018,6
SA,knee,2019,4
SA,knee,2020,8
SA,knee,2021,27
SA,knee,2022,42
SA,knee,2023,16
SA,liver,2014,3
SA,liver,2016,5
SA,liver,2017,20
SA,liver,2018,32
SA,liver,2019,75
SA,liver,2020,177
SA,liver,2021,274
SA,liver,2022,572
SA,liver,2023,135
SA,lung,2015,1
SA,lung,2016,2
SA,lung,2017,8
SA,lung,2018,5
SA,lung,2019,41
SA,lung,2020,44
SA,lung,2021,110
SA,lung,2022,124
SA,lung,2023,27
SA,lymph node,2017,1
SA,lymph node,2018,1
SA,lymph node,2019,2
SA,lymph node,2020,3
SA,lymph node,2021,3
SA,lymph node,2022,7
SA,lymph node,2023,3
SA,main bronchus,2019,1
SA,muscular system,2021,1
SA,muscular system,2023,1
SA,ovary,2014,1
SA,ovary,2017,1
SA,ovary,2018,2
SA,ovary,2019,2
SA,ovary,2020,10
SA,ovary,2021,13
SA,ovary,2022,20
SA,ovary,2023,4
SA,pancreas,2018,2
SA,pancreas,2020,2
SA,pancreas,2021,3
SA,pancreas,2022,1
SA,pancreas,2023,2
SA,pelvis,2018,1
SA,pelvis,2020,1
SA,pelvis,2021,2
SA,pelvis,2022,2
SA,peripheral nervous system,2018,1
SA,peripheral nervous system,2021,1
